IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
121.146.38.125,13333,TRUE,JP@20,Asia Pacific,Fukuoka,156,1.7
125.136.10.202,29842,TRUE,JP@21,Asia Pacific,Fukuoka,502,1.66
14.33.168.50,12553,TRUE,JP@22,Asia Pacific,Fukuoka,141,0.76
183.103.90.121,10443,TRUE,JP@23,Asia Pacific,Fukuoka,147,0.76
121.145.197.116,28017,TRUE,JP@24,Asia Pacific,Fukuoka,488,0.55
14.43.88.199,10001,TRUE,JP@25,Asia Pacific,Fukuoka,198,1
210.61.97.241,81,TRUE,JP@26,Asia Pacific,Kaohsiung City,118,0.79
121.84.197.227,12314,TRUE,JP@27,Asia Pacific,Osaka,126,4.93
119.207.213.167,12345,TRUE,JP@28,Asia Pacific,Osaka,185,3.55
220.86.189.63,10443,TRUE,JP@29,Asia Pacific,Osaka,403,3.18
45.78.53.43,2501,TRUE,JP@30,Asia Pacific,Osaka,125,2.92
125.136.51.42,28017,TRUE,JP@31,Asia Pacific,Osaka,156,2.83
140.83.82.88,1443,TRUE,JP@33,Asia Pacific,Osaka,106,2.17
140.83.83.65,9872,TRUE,JP@34,Asia Pacific,Osaka,107,2.05
211.58.22.210,10250,TRUE,JP@35,Asia Pacific,Osaka,205,1.8
64.110.103.142,587,TRUE,JP@37,Asia Pacific,Osaka,203,1.52
1.236.13.140,12345,TRUE,JP@38,Asia Pacific,Osaka,177,1.52
118.35.91.58,21235,TRUE,JP@39,Asia Pacific,Osaka,264,1.52
61.109.53.51,10443,TRUE,JP@40,Asia Pacific,Osaka,367,1.41
1.252.14.205,33890,TRUE,JP@41,Asia Pacific,Osaka,339,1.4
58.122.187.141,10554,TRUE,JP@42,Asia Pacific,Osaka,256,1.32
39.113.220.231,10002,TRUE,JP@43,Asia Pacific,Osaka,363,1.24
218.50.152.204,32768,TRUE,JP@44,Asia Pacific,Osaka,315,0.98
220.71.116.165,12388,TRUE,JP@45,Asia Pacific,Osaka,145,0.81
219.249.144.205,10001,TRUE,JP@46,Asia Pacific,Osaka,472,0.59
34.97.183.32,8083,TRUE,JP@47,Asia Pacific,Osaka,114,0.51
175.125.147.164,31337,TRUE,JP@48,Asia Pacific,Osaka,271,0.32
112.70.240.50,11300,TRUE,JP@49,Asia Pacific,Osaka,212,0.04
152.70.82.70,1450,TRUE,JP@50,Asia Pacific,Osaka,110,1
52.195.143.118,9002,TRUE,JP@51,Asia Pacific,Tokyo,99,5.56
43.207.120.18,5432,TRUE,JP@52,Asia Pacific,Tokyo,104,2.96
138.2.40.152,587,TRUE,JP@53,Asia Pacific,Tokyo,115,2.76
52.193.22.156,50996,TRUE,JP@54,Asia Pacific,Tokyo,95,2.01
180.65.124.227,10001,TRUE,JP@56,Asia Pacific,Tokyo,174,1.84
49.166.108.89,10250,TRUE,JP@57,Asia Pacific,Tokyo,153,1.8
43.133.169.125,20443,TRUE,JP@58,Asia Pacific,Tokyo,121,1.37
122.32.191.2,18080,TRUE,JP@59,Asia Pacific,Tokyo,544,1.27
111.65.176.92,23424,TRUE,JP@60,Asia Pacific,Tokyo,211,1.26
110.15.107.178,12192,TRUE,JP@61,Asia Pacific,Tokyo,538,1.23
180.65.214.246,20000,TRUE,JP@62,Asia Pacific,Tokyo,319,1.18
116.36.234.101,30005,TRUE,JP@63,Asia Pacific,Tokyo,368,1.18
39.122.89.195,20201,TRUE,JP@64,Asia Pacific,Tokyo,331,1.13
168.138.51.162,587,TRUE,JP@65,Asia Pacific,Tokyo,202,0.9
114.201.84.248,10003,FALSE,JP@66,Asia Pacific,Tokyo,213,0.85
115.139.228.83,10002,TRUE,JP@67,Asia Pacific,Tokyo,256,0.79
112.121.210.157,16002,TRUE,JP@68,Asia Pacific,Tokyo,239,0.61
221.149.111.12,19150,TRUE,JP@69,Asia Pacific,Tokyo,271,0.59
211.214.31.236,10003,TRUE,JP@70,Asia Pacific,Tokyo,217,0.57
137.220.234.11,587,TRUE,JP@71,Asia Pacific,Tokyo,94,0.52
122.128.208.170,18443,TRUE,JP@72,Asia Pacific,Tokyo,334,0.5
211.237.82.165,20000,TRUE,JP@73,Asia Pacific,Tokyo,561,0.48
112.133.129.24,26214,FALSE,JP@74,Asia Pacific,Tokyo,281,0.36
110.35.15.162,10911,TRUE,JP@75,Asia Pacific,Tokyo,482,0.24
116.0.238.69,29015,TRUE,JP@76,Asia Pacific,Tokyo,145,0.22
121.55.156.97,11423,TRUE,JP@77,Asia Pacific,Tokyo,421,0.15
58.88.202.35,12000,TRUE,JP@78,Asia Pacific,Tokyo,221,0.06
150.246.245.126,12203,TRUE,JP@79,Asia Pacific,Tokyo,122,1
131.129.181.115,29015,TRUE,JP@80,Asia Pacific,Tokyo,261,2
8.209.220.155,587,TRUE,JP@81,Asia Pacific,Tokyo,85,3
211.34.127.159,12492,TRUE,JP@82,Asia Pacific,Fukuoka,140,2.19
61.85.205.67,25002,TRUE,JP@83,Asia Pacific,Fukuoka,146,2.7
183.96.128.151,10086,TRUE,JP@84,Asia Pacific,Fukuoka,146,0.74
61.82.242.222,27016,TRUE,JP@87,Asia Pacific,Fukuoka,186,3.27
61.80.0.204,10081,TRUE,JP@88,Asia Pacific,Fukuoka,202,1.05
59.24.213.210,28017,TRUE,JP@89,Asia Pacific,Fukuoka,226,3.42
59.27.38.164,10245,TRUE,JP@90,Asia Pacific,Fukuoka,261,1.2
220.79.29.86,11371,TRUE,JP@91,Asia Pacific,Fukuoka,300,1.35
125.136.51.42,30892,TRUE,JP@92,Asia Pacific,Fukuoka,368,3.33
168.126.210.143,10397,TRUE,JP@93,Asia Pacific,Fukuoka,402,1.14
222.118.134.93,10101,TRUE,JP@96,Asia Pacific,Fukuoka,469,0.89
175.213.215.9,12101,TRUE,JP@97,Asia Pacific,Fukuoka,689,0.96
13.208.164.28,10002,TRUE,JP@98,Asia Pacific,Osaka,116,4.81
212.50.251.37,33333,TRUE,JP@99,Asia Pacific,Osaka,118,3.05
206.190.233.219,1777,TRUE,JP@100,Asia Pacific,Osaka,121,2.43
220.105.40.58,10000,TRUE,JP@101,Asia Pacific,Osaka,164,0.06
183.96.19.135,34599,TRUE,JP@102,Asia Pacific,Osaka,165,2.08
39.123.44.158,37810,TRUE,JP@103,Asia Pacific,Osaka,179,1
121.163.116.208,20201,TRUE,JP@104,Asia Pacific,Osaka,231,1.98
141.147.155.5,54443,TRUE,JP@105,Asia Pacific,Osaka,233,0.28
220.92.184.206,18080,TRUE,JP@106,Asia Pacific,Osaka,244,0.78
211.198.178.148,18111,TRUE,JP@107,Asia Pacific,Osaka,247,0.76
121.55.156.97,10333,TRUE,JP@108,Asia Pacific,Osaka,282,0.15
119.195.104.2,30006,TRUE,JP@109,Asia Pacific,Osaka,302,1.5
211.226.117.218,10397,TRUE,JP@110,Asia Pacific,Osaka,309,3.95
218.38.36.6,10101,TRUE,JP@111,Asia Pacific,Osaka,349,1.42
218.38.36.6,11001,TRUE,JP@112,Asia Pacific,Osaka,399,0.98
112.133.129.24,10250,TRUE,JP@113,Asia Pacific,Osaka,444,0.23
20.78.121.26,3000,TRUE,JP@114,Asia Pacific,Tokyo,85,4.08
8.209.247.64,587,TRUE,JP@115,Asia Pacific,Tokyo,86,0.09
103.20.199.166,6666,TRUE,JP@116,Asia Pacific,Tokyo,87,0.27
18.183.127.43,30000,TRUE,JP@117,Asia Pacific,Tokyo,88,2.76
152.70.101.24,16666,TRUE,JP@118,Asia Pacific,Tokyo,114,1.02
45.159.51.227,587,TRUE,JP@119,Asia Pacific,Tokyo,116,3.42
180.3.190.67,12117,TRUE,JP@120,Asia Pacific,Tokyo,117,0.68
138.2.21.240,12345,TRUE,JP@121,Asia Pacific,Tokyo,125,1
168.138.201.26,10000,TRUE,JP@122,Asia Pacific,Tokyo,134,0.24
180.1.76.147,30501,TRUE,JP@123,Asia Pacific,Tokyo,137,0.55
152.70.101.24,16800,TRUE,JP@124,Asia Pacific,Tokyo,149,1.7
14.42.24.233,10912,TRUE,JP@125,Asia Pacific,Tokyo,163,2.05
106.55.177.58,3396,TRUE,JP@126,Asia Pacific,Tokyo,163,1
14.6.169.26,10397,TRUE,JP@127,Asia Pacific,Tokyo,169,3.49
61.39.153.2,18082,TRUE,JP@128,Asia Pacific,Tokyo,179,0.68
49.172.123.110,18086,TRUE,JP@129,Asia Pacific,Tokyo,197,1.27
110.35.104.241,10001,TRUE,JP@130,Asia Pacific,Tokyo,199,1.23
114.111.192.88,10397,TRUE,JP@131,Asia Pacific,Tokyo,201,1.15
182.213.153.243,19888,TRUE,JP@132,Asia Pacific,Tokyo,206,3.18
61.247.117.34,10000,TRUE,JP@133,Asia Pacific,Tokyo,206,1.96
124.111.208.233,37020,TRUE,JP@134,Asia Pacific,Tokyo,213,2.22
124.216.60.169,15502,TRUE,JP@135,Asia Pacific,Tokyo,234,0.16
150.230.107.70,587,TRUE,JP@136,Asia Pacific,Tokyo,245,0.11
106.241.78.205,11001,TRUE,JP@137,Asia Pacific,Tokyo,261,1.65
38.54.89.108,21443,TRUE,JP@138,Asia Pacific,Tokyo,328,0.18
141.147.185.127,587,TRUE,JP@139,Asia Pacific,Tokyo,385,0.32
118.219.239.158,12345,TRUE,JP@140,Asia Pacific,Tokyo,425,0.8
61.195.129.225,16831,TRUE,JP@141,Asia Pacific,Tokyo,508,0.01
124.49.17.207,19999,TRUE,KR@1,Asia Pacific,Seoul,235,4.64
182.226.53.214,12589,TRUE,KR@2,Asia Pacific,Seoul,127,4.26
1.11.62.95,50003,TRUE,KR@3,Asia Pacific,Seoul,114,4.21
130.162.128.34,4433,TRUE,KR@4,Asia Pacific,Seoul,140,4.19
221.153.42.212,12349,TRUE,KR@5,Asia Pacific,Seoul,151,4.13
113.131.68.165,10000,TRUE,KR@6,Asia Pacific,Seoul,177,3.95
59.20.66.115,26470,TRUE,KR@7,Asia Pacific,Seoul,170,3.81
114.201.80.59,30001,TRUE,KR@8,Asia Pacific,Seoul,146,3.57
175.195.244.202,50003,TRUE,KR@9,Asia Pacific,Seoul,124,3.46
221.164.132.47,50000,TRUE,KR@10,Asia Pacific,Seoul,124,3.24
49.171.48.200,50003,TRUE,KR@11,Asia Pacific,Seoul,123,3.18
221.161.118.96,10443,TRUE,KR@12,Asia Pacific,Seoul,167,3.14
106.244.196.196,30005,TRUE,KR@13,Asia Pacific,Seoul,145,3.14
61.41.237.69,10443,TRUE,KR@14,Asia Pacific,Seoul,205,3.08
1.224.124.211,30012,TRUE,KR@15,Asia Pacific,Seoul,140,3.07
125.135.43.66,50003,TRUE,KR@16,Asia Pacific,Seoul,152,3.05
121.140.177.226,11300,TRUE,KR@17,Asia Pacific,Seoul,225,3.05
210.97.31.49,33389,TRUE,KR@18,Asia Pacific,Seoul,254,3.02
1.236.233.194,50003,TRUE,KR@19,Asia Pacific,Seoul,133,2.96
121.153.36.122,30073,TRUE,KR@20,Asia Pacific,Seoul,156,2.91
175.198.138.31,21500,TRUE,KR@21,Asia Pacific,Seoul,163,2.88
123.212.61.199,30007,TRUE,KR@22,Asia Pacific,Seoul,136,2.73
118.33.59.23,50001,TRUE,KR@23,Asia Pacific,Seoul,126,2.63
118.34.79.112,50003,TRUE,KR@24,Asia Pacific,Seoul,164,2.58
211.213.244.66,12174,TRUE,KR@25,Asia Pacific,Seoul,152,2.55
61.251.10.43,30012,TRUE,KR@26,Asia Pacific,Seoul,136,2.54
121.161.249.173,30012,TRUE,KR@27,Asia Pacific,Seoul,126,2.53
112.168.173.214,50003,TRUE,KR@28,Asia Pacific,Seoul,163,2.53
211.195.14.28,50003,TRUE,KR@29,Asia Pacific,Seoul,137,2.51
14.42.237.65,50003,TRUE,KR@30,Asia Pacific,Seoul,129,2.43
203.232.200.91,50003,TRUE,KR@31,Asia Pacific,Seoul,146,2.41
14.32.136.88,20000,TRUE,KR@32,Asia Pacific,Seoul,131,2.32
58.124.161.15,32400,TRUE,KR@33,Asia Pacific,Seoul,400,2.29
112.146.202.145,30013,TRUE,KR@34,Asia Pacific,Seoul,114,2.28
222.113.76.221,10000,TRUE,KR@35,Asia Pacific,Seoul,155,2.25
114.203.74.55,20880,TRUE,KR@36,Asia Pacific,Seoul,208,2.25
210.123.139.116,10443,TRUE,KR@37,Asia Pacific,Seoul,146,2.23
61.83.172.34,32101,TRUE,KR@38,Asia Pacific,Seoul,266,2.22
119.206.253.105,21318,TRUE,KR@39,Asia Pacific,Seoul,152,2.2
221.163.106.93,50003,TRUE,KR@40,Asia Pacific,Seoul,148,2.18
121.167.15.173,50003,TRUE,KR@41,Asia Pacific,Seoul,141,2.15
221.165.39.154,18084,TRUE,KR@42,Asia Pacific,Seoul,179,2.06
175.212.228.178,50011,TRUE,KR@43,Asia Pacific,Seoul,141,2.06
211.197.125.77,50003,TRUE,KR@44,Asia Pacific,Seoul,134,2.05
125.180.223.126,19150,TRUE,KR@45,Asia Pacific,Seoul,168,1.96
112.185.168.195,17780,TRUE,KR@46,Asia Pacific,Seoul,226,1.95
211.210.162.182,30005,TRUE,KR@47,Asia Pacific,Seoul,144,1.95
222.116.56.241,10134,TRUE,KR@48,Asia Pacific,Seoul,343,1.93
175.207.220.139,10909,TRUE,KR@49,Asia Pacific,Seoul,165,1.91
211.219.44.149,50003,TRUE,KR@50,Asia Pacific,Seoul,127,1.89
222.118.166.49,10443,TRUE,KR@51,Asia Pacific,Seoul,128,1.87
116.124.215.160,50010,TRUE,KR@52,Asia Pacific,Seoul,144,1.8
183.103.248.48,10088,TRUE,KR@53,Asia Pacific,Seoul,423,1.79
183.106.123.243,50004,TRUE,KR@54,Asia Pacific,Seoul,157,1.72
175.208.103.63,15044,TRUE,KR@55,Asia Pacific,Seoul,132,1.7
112.161.21.160,10086,TRUE,KR@56,Asia Pacific,Seoul,171,1.7
218.209.72.79,18443,TRUE,KR@57,Asia Pacific,Seoul,181,1.69
118.223.114.241,50003,TRUE,KR@58,Asia Pacific,Seoul,146,1.67
121.174.123.188,30025,TRUE,KR@59,Asia Pacific,Seoul,122,1.63
221.156.180.102,10250,TRUE,KR@60,Asia Pacific,Seoul,167,1.6
211.216.164.214,50003,TRUE,KR@61,Asia Pacific,Seoul,159,1.6
175.212.228.178,50013,TRUE,KR@62,Asia Pacific,Seoul,139,1.59
27.116.108.61,30012,TRUE,KR@63,Asia Pacific,Seoul,141,1.47
203.243.45.229,50002,TRUE,KR@64,Asia Pacific,Seoul,135,1.46
110.15.107.178,10088,TRUE,KR@65,Asia Pacific,Seoul,535,1.44
124.216.234.166,30060,TRUE,KR@66,Asia Pacific,Seoul,156,1.41
121.142.128.120,50003,TRUE,KR@67,Asia Pacific,Seoul,135,1.39
14.49.168.244,10250,TRUE,KR@68,Asia Pacific,Seoul,300,1.39
110.15.107.178,10001,TRUE,KR@69,Asia Pacific,Seoul,800,1.36
118.44.66.219,50002,TRUE,KR@70,Asia Pacific,Seoul,131,1.33
175.194.187.210,50002,TRUE,KR@71,Asia Pacific,Seoul,172,1.29
211.219.241.28,31337,TRUE,KR@72,Asia Pacific,Seoul,155,1.27
111.91.187.73,50005,TRUE,KR@73,Asia Pacific,Seoul,125,1.26
211.226.24.204,30327,TRUE,KR@74,Asia Pacific,Seoul,153,1.23
211.34.21.48,10001,TRUE,KR@75,Asia Pacific,Seoul,142,1.22
121.174.102.21,12530,TRUE,KR@76,Asia Pacific,Seoul,223,1.2
14.37.166.2,30012,TRUE,KR@78,Asia Pacific,Seoul,134,1.14
211.62.120.110,22533,TRUE,KR@79,Asia Pacific,Seoul,183,1.14
118.41.13.65,50003,TRUE,KR@80,Asia Pacific,Seoul,137,1.11
220.87.251.17,20201,TRUE,KR@81,Asia Pacific,Seoul,167,1.08
121.159.187.248,20201,TRUE,KR@82,Asia Pacific,Seoul,146,0.94
218.147.13.205,30700,TRUE,KR@83,Asia Pacific,Seoul,175,0.88
123.248.23.36,10443,TRUE,KR@84,Asia Pacific,Seoul,265,0.87
1.234.163.145,50002,TRUE,KR@85,Asia Pacific,Seoul,138,0.78
113.130.241.219,30005,TRUE,KR@86,Asia Pacific,Seoul,168,0.76
1.176.28.207,10000,TRUE,KR@87,Asia Pacific,Seoul,155,0.76
121.176.15.93,50022,TRUE,KR@88,Asia Pacific,Seoul,121,0.57
111.118.29.100,10001,TRUE,KR@89,Asia Pacific,Seoul,162,0.38
121.55.141.35,50003,TRUE,KR@90,Asia Pacific,Seoul,173,0.32
123.200.87.167,12192,TRUE,KR@91,Asia Pacific,Seoul,215,0.29
112.214.56.206,10003,TRUE,KR@92,Asia Pacific,Seoul,241,0.25
113.59.160.64,22335,TRUE,KR@93,Asia Pacific,Seoul,128,0.08
146.56.179.20,8000,TRUE,KR@94,Asia Pacific,Seoul,242,0.03
211.226.15.137,50011,TRUE,KR@95,Asia Pacific,Seoul,121,1
125.136.126.165,10255,TRUE,KR@96,Asia Pacific,Seoul,159,2
211.194.173.59,50003,TRUE,KR@97,Asia Pacific,Seoul,157,3
121.139.73.157,50003,TRUE,KR@98,Asia Pacific,Seoul,128,4
111.91.159.44,50005,TRUE,KR@99,Asia Pacific,Seoul,124,5
183.105.99.178,50004,TRUE,KR@100,Asia Pacific,Seoul,132,6
183.96.245.165,50001,TRUE,KR@101,Asia Pacific,Seoul,124,7
27.35.216.100,11443,TRUE,KR@102,Asia Pacific,Seoul,99,3.9
182.221.175.85,30037,TRUE,KR@103,Asia Pacific,Seoul,110,2.66
1.222.11.202,50002,TRUE,KR@104,Asia Pacific,Seoul,121,2.88
180.211.23.99,50000,TRUE,KR@105,Asia Pacific,Seoul,123,4.47
118.41.25.147,30012,TRUE,KR@106,Asia Pacific,Seoul,123,3.02
121.162.208.57,50001,TRUE,KR@107,Asia Pacific,Seoul,124,3.01
183.103.105.60,12106,TRUE,KR@108,Asia Pacific,Seoul,127,1
218.146.173.124,30012,TRUE,KR@109,Asia Pacific,Seoul,128,3.95
121.139.174.91,50003,TRUE,KR@110,Asia Pacific,Seoul,128,2.69
220.118.137.111,50001,TRUE,KR@111,Asia Pacific,Seoul,128,2.54
220.121.176.109,50001,TRUE,KR@112,Asia Pacific,Seoul,128,1.61
175.203.94.60,50001,TRUE,KR@113,Asia Pacific,Seoul,129,2.63
112.166.35.248,10002,TRUE,KR@114,Asia Pacific,Seoul,129,1.76
106.240.60.171,50003,TRUE,KR@115,Asia Pacific,Seoul,129,1.49
221.140.109.7,30012,TRUE,KR@116,Asia Pacific,Seoul,130,3.75
59.2.92.174,50003,TRUE,KR@117,Asia Pacific,Seoul,130,2.77
121.167.57.183,50001,TRUE,KR@118,Asia Pacific,Seoul,131,2.48
175.198.183.100,10943,TRUE,KR@119,Asia Pacific,Seoul,131,2.4
211.226.15.137,50004,TRUE,KR@120,Asia Pacific,Seoul,131,1.85
115.22.210.16,30063,TRUE,KR@121,Asia Pacific,Seoul,131,1.72
59.14.108.107,50003,TRUE,KR@122,Asia Pacific,Seoul,132,3.5
121.188.7.30,50007,TRUE,KR@123,Asia Pacific,Seoul,132,2.52
14.45.213.201,50001,TRUE,KR@124,Asia Pacific,Seoul,132,2.07
222.116.131.38,50003,TRUE,KR@125,Asia Pacific,Seoul,132,1.57
131.186.24.124,587,TRUE,KR@126,Asia Pacific,Seoul,132,0.73
210.87.202.178,55555,TRUE,KR@127,Asia Pacific,Seoul,133,1.1
183.100.60.128,22105,TRUE,KR@128,Asia Pacific,Seoul,134,3.34
14.55.140.172,20443,TRUE,KR@129,Asia Pacific,Seoul,134,3.07
43.201.143.217,69,TRUE,KR@130,Asia Pacific,Seoul,135,0.66
121.174.89.83,27017,TRUE,KR@131,Asia Pacific,Seoul,136,2.64
59.23.127.39,50001,TRUE,KR@132,Asia Pacific,Seoul,136,2.51
121.179.59.233,10443,TRUE,KR@133,Asia Pacific,Seoul,136,2.32
112.185.168.195,14896,TRUE,KR@134,Asia Pacific,Seoul,137,3.82
112.185.168.195,18039,TRUE,KR@135,Asia Pacific,Seoul,137,1.82
222.105.110.77,50001,TRUE,KR@136,Asia Pacific,Seoul,137,1.57
14.53.130.71,50003,TRUE,KR@137,Asia Pacific,Seoul,138,3.41
121.189.199.70,50001,TRUE,KR@138,Asia Pacific,Seoul,140,3.66
121.132.58.142,10081,TRUE,KR@139,Asia Pacific,Seoul,140,3.41
114.201.80.59,50003,TRUE,KR@140,Asia Pacific,Seoul,140,1.04
115.40.28.225,10911,TRUE,KR@141,Asia Pacific,Seoul,142,3.51
222.114.157.236,25105,TRUE,KR@142,Asia Pacific,Seoul,142,3.1
123.248.91.223,30012,TRUE,KR@143,Asia Pacific,Seoul,142,2
210.217.97.32,17185,TRUE,KR@144,Asia Pacific,Seoul,142,1.75
