IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
1.235.176.215,25743,TRUE,HK:HKG151,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,82,7.25
218.37.77.96,17846,TRUE,HK:HKG152,HK,Asia Pacific,Hong Kong,17864,SK Broadband Co Ltd,102,7.24
222.235.89.37,25673,TRUE,HK:HKG153,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,77,7.24
39.120.102.137,38509,TRUE,HK:HKG154,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,83,7.22
222.232.59.84,23045,TRUE,HK:HKG155,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,81,7.21
114.201.84.248,35378,TRUE,HK:HKG156,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,87,7.21
58.231.121.107,28386,TRUE,HK:HKG157,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,92,7.2
118.217.254.146,38589,TRUE,HK:HKG158,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,140,7.19
222.237.202.177,37570,TRUE,HK:HKG159,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,89,7.18
1.231.146.114,26462,TRUE,HK:HKG160,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,75,7.17
222.235.89.37,19920,TRUE,HK:HKG161,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,100,7.17
180.71.205.236,27501,TRUE,HK:HKG162,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,84,7.16
58.122.187.141,36032,TRUE,HK:HKG163,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,89,7.16
222.236.136.212,15967,TRUE,HK:HKG164,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,81,7.15
218.55.175.15,22726,TRUE,HK:HKG165,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,92,7.13
218.237.123.117,38428,TRUE,HK:HKG166,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,99,7.13
114.201.84.248,31344,TRUE,HK:HKG167,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,76,7.12
118.216.67.83,18482,TRUE,HK:HKG168,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,93,7.12
118.216.67.83,17437,TRUE,HK:HKG169,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,97,7.12
112.223.212.219,27016,TRUE,HK:HKG170,HK,Asia Pacific,Hong Kong,3786,LG DACOM Corporation,102,7.11
222.237.202.177,29291,TRUE,HK:HKG171,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,93,7.11
218.237.123.117,14777,TRUE,HK:HKG172,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,100,7.1
1.251.60.253,31775,TRUE,HK:HKG173,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,100,7.09
219.248.16.206,37261,TRUE,HK:HKG174,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,97,7.08
211.243.77.40,10650,TRUE,HK:HKG175,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,77,7.07
39.121.97.223,11938,TRUE,HK:HKG176,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,7.07
222.251.222.151,14781,TRUE,HK:HKG177,HK,Asia Pacific,Hong Kong,23563,SK Broadband Co Ltd,136,7.06
222.235.89.37,26640,TRUE,HK:HKG178,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,93,7.06
1.243.52.80,20543,TRUE,HK:HKG179,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,82,7.06
110.12.93.33,18090,TRUE,HK:HKG180,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,79,7.05
222.236.136.212,26931,TRUE,HK:HKG181,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,102,7.05
118.216.108.26,23249,TRUE,HK:HKG182,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,7.05
118.223.171.250,31521,TRUE,HK:HKG183,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,104,7.03
39.120.77.105,19977,TRUE,HK:HKG184,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,97,7.03
218.237.123.117,34896,TRUE,HK:HKG185,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,7.03
180.71.205.236,10201,TRUE,HK:HKG186,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,91,7.02
222.235.89.37,22607,TRUE,HK:HKG187,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,89,7.01
114.201.130.237,35316,TRUE,HK:HKG188,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,108,7.01
110.12.93.33,34269,TRUE,HK:HKG189,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,7
1.241.218.157,39728,TRUE,HK:HKG190,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,72,6.99
39.116.185.111,33449,TRUE,HK:HKG191,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,6.98
1.232.40.93,38945,TRUE,HK:HKG192,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,85,6.97
39.119.124.250,20936,TRUE,HK:HKG193,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,97,6.97
154.3.37.101,44398,TRUE,HK:HKG194,HK,Asia Pacific,Hong Kong,1178524,HGC Global Communications Limited,77,6.96
154.3.37.101,44393,TRUE,HK:HKG195,HK,Asia Pacific,Hong Kong,983654,Fifth Dog Network Limited,72,6.96
39.116.71.182,35263,TRUE,HK:HKG196,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,88,6.96
219.248.32.74,26873,TRUE,HK:HKG197,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,82,6.96
118.223.171.250,10070,TRUE,HK:HKG198,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,6.96
218.237.123.117,29907,TRUE,HK:HKG199,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,94,6.95
180.67.139.241,34943,TRUE,HK:HKG200,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,98,6.95
218.232.46.4,22469,TRUE,HK:HKG201,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,79,6.95
218.237.123.117,30007,TRUE,HK:HKG202,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,83,6.94
180.68.128.117,17222,TRUE,HK:HKG203,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,6.94
1.224.98.149,26073,TRUE,HK:HKG204,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,6.94
118.217.254.146,14362,TRUE,HK:HKG205,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,99,6.94
1.235.176.215,15258,TRUE,HK:HKG206,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,79,6.93
39.114.165.173,29047,TRUE,HK:HKG207,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,120,6.93
218.237.123.117,25909,TRUE,HK:HKG208,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,95,6.93
175.121.138.160,34008,TRUE,HK:HKG209,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,83,6.93
211.33.71.215,26288,TRUE,HK:HKG210,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,98,6.92
39.124.70.190,29495,TRUE,HK:HKG211,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,94,6.91
39.113.220.231,27759,TRUE,HK:HKG212,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,110,6.91
180.65.81.9,10433,TRUE,HK:HKG213,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,95,6.9
1.231.146.114,34272,TRUE,HK:HKG214,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,88,6.9
1.252.122.180,25457,TRUE,HK:HKG215,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,96,6.89
114.203.236.104,32665,TRUE,HK:HKG216,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,74,6.89
211.212.43.153,11550,TRUE,HK:HKG217,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,80,6.89
39.120.214.134,28931,TRUE,HK:HKG218,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,91,6.89
61.99.197.200,12964,TRUE,HK:HKG219,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,83,6.88
110.12.188.72,15492,TRUE,HK:HKG220,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,86,6.87
1.237.229.226,38329,TRUE,HK:HKG221,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,83,6.87
39.116.185.111,36227,TRUE,HK:HKG222,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,91,6.87
27.124.234.213,33122,TRUE,HK:HKG223,HK,Asia Pacific,Hong Kong,17573,SK Broadband Co Ltd,134,6.85
58.124.161.15,32065,TRUE,HK:HKG224,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,91,6.85
58.239.209.98,36894,TRUE,HK:HKG225,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,6.85
218.51.223.18,11627,TRUE,HK:HKG226,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,77,6.85
58.231.161.155,16621,TRUE,HK:HKG227,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,97,6.84
1.224.98.149,21963,TRUE,HK:HKG228,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,93,6.83
58.122.187.141,25909,TRUE,HK:HKG229,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,6.83
180.71.205.236,26257,TRUE,HK:HKG230,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,88,6.82
1.243.39.139,10245,TRUE,HK:HKG231,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,90,6.82
1.224.98.149,16619,TRUE,HK:HKG232,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,89,6.82
