IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
1.236.248.109,39104,TRUE,KR:ICN164,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,47,9.51
1.236.186.119,25737,TRUE,KR:ICN165,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,49,9.51
1.236.13.140,24452,TRUE,KR:ICN166,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.5
175.118.73.120,34322,TRUE,KR:ICN167,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.5
1.236.13.140,24452,TRUE,KR:ICN168,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.5
61.254.205.175,33417,TRUE,KR:ICN169,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,54,9.5
1.244.202.141,20903,TRUE,KR:ICN170,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.49
1.236.186.119,28215,TRUE,KR:ICN171,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,99,9.48
211.117.102.238,38857,TRUE,KR:ICN172,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,43,9.48
1.236.186.119,28215,TRUE,KR:ICN173,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,99,9.48
219.241.66.229,13768,TRUE,KR:ICN174,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,58,9.48
125.180.223.126,10017,TRUE,KR:ICN175,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,42,9.47
175.117.40.5,12698,TRUE,KR:ICN176,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,55,9.47
175.125.207.253,25136,TRUE,KR:ICN177,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,362,9.46
175.121.157.42,34679,TRUE,KR:ICN178,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,118,9.46
175.125.207.253,25136,TRUE,KR:ICN179,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,362,9.46
175.121.157.42,34679,TRUE,KR:ICN180,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,118,9.46
59.187.74.76,12420,TRUE,KR:ICN181,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,72,9.46
121.125.215.217,14015,TRUE,KR:ICN182,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.46
175.125.207.253,14633,TRUE,KR:ICN183,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,55,9.46
118.221.45.53,35256,TRUE,KR:ICN184,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,46,9.44
1.236.248.109,13367,TRUE,KR:ICN185,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,50,9.44
175.117.40.5,27604,TRUE,KR:ICN186,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,56,9.43
114.203.236.104,28281,TRUE,KR:ICN187,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,88,9.43
110.12.85.17,35698,TRUE,KR:ICN188,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,49,9.43
1.236.186.119,11083,TRUE,KR:ICN189,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.41
1.236.186.119,11083,TRUE,KR:ICN190,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.41
222.236.178.98,33438,TRUE,KR:ICN191,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,54,9.41
61.254.205.175,31141,TRUE,KR:ICN192,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,47,9.41
211.186.127.143,12249,TRUE,KR:ICN193,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,46,9.41
175.118.80.147,25865,TRUE,KR:ICN194,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,153,9.4
