IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
125.137.132.74,17182,TRUE,JP:KIX84,JP,Asia Pacific,Osaka,4766,Korea Telecom,176,2.47
59.17.133.70,15065,TRUE,JP:KIX85,JP,Asia Pacific,Osaka,4766,Korea Telecom,189,2.47
220.70.233.17,19652,TRUE,JP:KIX86,JP,Asia Pacific,Osaka,4766,Korea Telecom,175,2.47
59.3.87.55,15057,TRUE,JP:KIX87,JP,Asia Pacific,Osaka,4766,Korea Telecom,185,2.46
61.76.35.88,12458,TRUE,JP:KIX88,JP,Asia Pacific,Osaka,4766,Korea Telecom,182,2.43
61.80.135.3,10390,TRUE,JP:KIX89,JP,Asia Pacific,Osaka,4766,Korea Telecom,175,2.41
211.107.44.18,30006,TRUE,JP:KIX90,JP,Asia Pacific,Osaka,4766,Korea Telecom,185,2.41
222.106.23.190,35351,TRUE,JP:KIX91,JP,Asia Pacific,Osaka,4766,Korea Telecom,190,2.41
14.42.61.5,35628,TRUE,JP:KIX92,JP,Asia Pacific,Osaka,4766,Korea Telecom,262,2.41
222.111.97.111,20723,TRUE,JP:KIX93,JP,Asia Pacific,Osaka,4766,Korea Telecom,185,2.41
220.120.139.237,20000,TRUE,JP:KIX94,US,North America,Los Angeles,4766,Korea Telecom,283,2.38
119.202.255.115,12380,TRUE,JP:KIX95,JP,Asia Pacific,Osaka,4766,Korea Telecom,178,2.37
168.126.210.143,18032,TRUE,JP:KIX96,JP,Asia Pacific,Osaka,4766,Korea Telecom,251,2.36
59.1.55.42,12505,TRUE,JP:KIX97,JP,Asia Pacific,Osaka,4766,Korea Telecom,180,2.36
211.226.117.218,30516,TRUE,JP:KIX98,US,North America,Los Angeles,4766,Korea Telecom,299,2.35
211.226.117.218,11298,TRUE,JP:KIX99,JP,Asia Pacific,Osaka,4766,Korea Telecom,202,2.34
222.106.126.224,13158,TRUE,JP:KIX100,JP,Asia Pacific,Osaka,4766,Korea Telecom,184,2.33
168.126.210.143,37840,TRUE,JP:KIX101,JP,Asia Pacific,Osaka,4766,Korea Telecom,215,2.32
218.145.234.206,34078,TRUE,JP:KIX102,JP,Asia Pacific,Osaka,4766,Korea Telecom,185,2.31
118.46.87.142,29235,TRUE,JP:KIX103,JP,Asia Pacific,Osaka,4766,Korea Telecom,177,2.3
59.6.98.246,15443,TRUE,JP:KIX104,JP,Asia Pacific,Osaka,4766,Korea Telecom,194,2.29
203.229.150.186,27067,TRUE,JP:KIX105,JP,Asia Pacific,Osaka,4766,Korea Telecom,197,2.28
115.22.214.78,12214,TRUE,JP:KIX106,JP,Asia Pacific,Osaka,4766,Korea Telecom,183,2.27
59.4.127.17,31649,TRUE,JP:KIX107,US,North America,Los Angeles,4766,Korea Telecom,295,2.27
